1.2,145
1.7,99
1.4,48
1.1,45
1.0,40
0.9,37
1.9,29
0.7,28
0.8,25
2.1,16
2.2,15
1.3,15
1.5,12
2.7,12
1.6,10
0.6,9
1.8,8
2.4,8
2.0,7
0.5,7
0.4,3
2.8,3
3.2,2
2.5,2
3.5,2
2.6,1
3.1,1
3.6,1
2.9,1
3.3,1
4.1,1
3.4,1
2.3,1
